epoch,loss,a,b,ga,gb
92,207.3697554480408,9.711117184415748,2.264264807308701,-13.366902329426143,-13.112700398656473
93,207.02220829292975,9.724484086745175,2.2773775077073575,-12.920446899604453,-13.09958769825782
94,206.686544815882,9.73740453364478,2.2904770954056155,-12.488903110932297,-13.086488110559559
95,206.362006321295,9.749893436755713,2.303563583516175,-12.071772913600169,-13.073401622449001
96,206.0478839044244,9.761965209669313,2.316636985138624,-11.668574892695462,-13.06032822082655
97,205.74351518098038,9.773633784562008,2.3296973133594503,-11.278843712595757,-13.047267892605726
98,205.4482812315389,9.784912628274604,2.342744581252056,-10.902129579919471,-13.03422062471312
99,205.161603746658,9.795814757854524,2.355778801876769,-10.537997724413962,-13.021186404088409
100,204.8829423595151,9.806352755578938,2.3687999882808572,-10.186027897182102,-13.008165217684319
101,204.61179215374966,9.81653878347612,2.3818081534985414,-9.845813885667951,-12.995157052466634
102,204.34768133500103,9.82638459736179,2.394803310551008,-9.516963044841985,-12.982161895414167
103,204.09016905539076,9.835901560406631,2.407785472446422,-9.199095844044976,-12.969179733518756
104,203.8388433809022,9.845100656250676,2.420754652179941,-8.891845428966942,-12.956210553785237
105,203.59331939227232,9.853992501679642,2.433710862733726,-8.594857198256395,-12.943254343231448
106,203.353237410625,9.862587358877898,2.446654117076957,-8.307788394270608,-12.930311088888216
107,203.11826133965266,9.870895147272169,2.4595844281658454,-8.030307707494984,-12.917380777799332
108,202.88807711669105,9.878925454979663,2.472501808943645,-7.762094894174916,-12.90446339702153
109,202.66239126553427,9.88668754987384,2.4854062723406662,-7.502840406718461,-12.891558933624507
110,202.4409295443073,9.894190390280558,2.4982978312742907,-7.252245036443997,-12.878667374690886
111,202.22343568215206,9.901442635317002,2.5111764986489815,-7.010019568259806,-12.865788707316197
112,202.00967019889416,9.908452654885261,2.5240422873562975,-6.775884446877506,-12.85292291860888
113,201.7994093022384,9.915228539332139,2.5368952102749063,-6.549569454173979,-12.840069995690268
114,201.59244385740172,9.921778108786313,2.5497352802705966,-6.330813397329527,-12.82722992569458
115,201.38857842442553,9.928108922183643,2.562562510196291,-6.119363807381997,-12.814402695768884
116,201.18763035872072,9.934228285991026,2.57537691289206,-5.914976647849478,-12.801588293073117
117,200.9894289706936,9.940143262638875,2.588178501185133,-5.717416033084795,-12.788786704780042
118,200.79381474057104,9.94586067867196,2.600967287889913,-5.526453956037167,-12.77599791807526
119,200.60063858479927,9.951387132627996,2.6137432858079883,-5.341870025106477,-12.763221920157187
120,200.40976117062857,9.956729002653102,2.6265065077281453,-5.163451209786799,-12.750458698237027
121,200.2210522757196,9.96189245386289,2.6392569664263825,-4.990991594805248,-12.737708239538792
122,200.03439018981288,9.966883445457695,2.6519946746659215,-4.824292142472899,-12.724970531299254
123,199.8496611556997,9.971707737600168,2.664719645197221,-4.663160462972883,-12.712245560767954
124,199.66675884691207,9.976370898063141,2.6774318907579886,-4.507410592321008,-12.699533315207187
125,199.48558387972048,9.980878308655463,2.6901314240731957,-4.356862777742645,-12.686833781891979
126,199.30604335718567,9.985235171433205,2.7028182578550877,-4.211343270217796,-12.674146948110089
127,199.12805044315866,9.989446514703422,2.715492404803198,-4.070684123955282,-12.661472801161977
128,198.95152396426303,9.993517198827377,2.7281538776043597,-3.9347230025646134,-12.648811328360818
129,198.77638803801955,9.997451921829942,2.7408026889327206,-3.803302991701472,-12.636162517032457
130,198.6025717253981,10.001255224821643,2.753438851449753,-3.6762724179713295,-12.62352635451542
131,198.43000870619102,10.004931497239614,2.7660623778042686,-3.553484673880939,-12.610902828160906
132,198.25863697570918,10.008484981913496,2.7786732806324292,-3.434798048637178,-12.598291925332743
133,198.08839856140028,10.011919779962133,2.791271572557762,-3.320075564596933,-12.585693633407415
134,197.91923925808084,10.01523985552673,2.8038572661911694,-3.209184819179478,-12.573107939774003
135,197.75110838055954,10.018449040345908,2.8164303741309435,-3.101997832059096,-12.56053483183423
136,197.58395853250863,10.021551038177968,2.8289909089627776,-2.9983908974614386,-12.547974297002396
137,197.41774539051704,10.02454942907543,2.84153888325978,-2.8982444413933917,-12.535426322705394
138,197.25242750232783,10.027447673516823,2.854074309582485,-2.80144288364115,-12.522890896382687
139,197.08796609832817,10.030249116400464,2.866597200478868,-2.7078745043777417,-12.510368005486308
140,196.92432491542084,10.032956990904841,2.879107568484354,-2.6174313152258657,-12.49785763748082
141,196.76147003246527,10.035574422220067,2.891605426121835,-2.530008934627218,-12.485359779843341
142,196.59936971652687,10.038104431154695,2.9040907859016785,-2.4455064673745692,-12.472874420063498
143,196.4379942792253,10.04054993762207,2.9165636603217417,-2.363826388167301,-12.460401545643434
144,196.27731594251875,10.042913764010237,2.929024061867385,-2.2848744290563374,-12.447941144097792
145,196.11730871330315,10.045198638439294,2.9414720030114827,-2.208559470648401,-12.43549320295369
146,195.9579482662488,10.047407197909942,2.9539074962144363,-2.134793436944041,-12.423057709750738
147,195.79921183433257,10.049541991346887,2.966330553924187,-2.0634911936880744,-12.41063465204099
148,195.6410781065596,10.051605482540575,2.9787411885762283,-1.9945704501151085,-12.398224017388948
149,195.48352713240428,10.05360005299069,2.991139412593617,-1.9279516639767862,-12.385825793371561
150,195.32654023252647,10.055528004654667,3.0035252383869886,-1.8635579497412036,-12.373439967578186
151,195.17009991535284,10.057391562604408,3.0158986783545667,-1.8013149898582743,-12.361066527610612
152,195.01418979913728,10.059192877594267,3.0282597448821775,-1.741150948989125,-12.348705461082998
153,194.85879453914066,10.060934028543256,3.0406084503432607,-1.6829963910999577,-12.336356755621914
154,194.70389975959316,10.062617024934356,3.0529448070988825,-1.626784199325146,-12.324020398866294
155,194.54949199012609,10.064243809133682,3.0652688274977486,-1.572449498506827,-12.311696378467426
156,194.3955586063785,10.06581625863219,3.077580523876216,-1.5199295803217792,-12.29938468208896
157,194.24208777450528,10.067336188212511,3.089879908558305,-1.4691638309089576,-12.287085297406874
158,194.08906839932948,10.06880535204342,3.102166993855712,-1.4200936609143247,-12.274798212109461
159,193.93649007590085,10.070225445704335,3.1144417920678213,-1.3726624378720844,-12.262523413897352
160,193.78434304423547,10.071598108142206,3.1267043154817187,-1.3268154208447414,-12.250260890483457
161,193.63261814702827,10.07292492356305,3.138954576372202,-1.2824996972456357,-12.238010629592972
162,193.4813067901431,10.074207423260296,3.151192587001795,-1.2396641217720825,-12.22577261896338
163,193.33040090569824,10.075447087382068,3.1634183596207586,-1.1982592573778748,-12.213546846344416
164,193.1798929175753,10.076645346639447,3.175631906467103,-1.158237318217507,-12.201333299498073
165,193.029775709195,10.077803583957664,3.1878332397666007,-1.1195521144959566,-12.189131966198573
166,192.88004259340826,10.07892313607216,3.2000223717327994,-1.0821589991602814,-12.176942834232374
167,192.7306872843654,10.08000529507132,3.2121993145670316,-1.0460148163721643,-12.164765891398146
168,192.58170387123272,10.081051309887693,3.2243640804584297,-1.0110778517011896,-12.152601125506747
169,192.43308679363568,10.082062387739395,3.2365166815839364,-0.9773077839816797,-12.14044852438124
170,192.28483081871437,10.083039695523377,3.2486571301083176,-0.9446656387776129,-12.128308075856857
171,192.13693101968647,10.083984361162155,3.2607854381841745,-0.9131137434016564,-12.116179767781
172,191.98938275581781,10.084897474905556,3.2729016179519554,-0.8826156834368812,-12.104063588013219
173,191.84218165370856,10.085780090588994,3.285005681539969,-0.8531362607101292,-12.091959524425206
174,191.69532358980845,10.086633226849704,3.297097641064394,-0.8246414526697081,-12.07986756490078
175,191.5488046740803,10.087457868302375,3.3091775086292947,-0.7970983731193956,-12.067787697335884
176,191.4026212347361,10.088254966675494,3.3212452963266306,-0.770475234264115,-12.055719909638544
177,191.25676980397682,10.089025441909758,3.3333010162362693,-0.7447413100232734,-12.043664189728908
178,191.11124710466666,10.089770183219782,3.345344680425998,-0.7198669005693482,-12.03162052553918
179,190.96605003788457,10.090490050120351,3.3573763009515374,-0.6958232980511712,-12.019588905013636
180,190.8211756712919,10.091185873418402,3.369395889856551,-0.6725827534616255,-12.007569316108626
181,190.67662122826422,10.091858456171863,3.3814034591726596,-0.6501184446122825,-11.995561746792514
182,190.53238407773776,10.092508574616476,3.393399020919452,-0.6284044451776172,-11.983566185045726
183,190.38846172472088,10.093136979061653,3.405382587104498,-0.6074156947731426,-11.971582618860678
184,190.24485180143085,10.093744394756426,3.4173541697233585,-0.587127970032805,-11.959611036241819
185,190.10155205901054,10.094331522726458,3.4293137807596,-0.5675178566526738,-11.947651425205574
186,189.95856035979062,10.09489904058311,3.4412614321848056,-0.548562722368104,-11.935703773780372
187,189.81587467005883,10.095447603305479,3.453197135958586,-0.5302406908335398,-11.923768070006586
188,189.67349305330484,10.095977843996312,3.4651209040285926,-0.5125306163749265,-11.911844301936581
189,189.53141366390815,10.096490374612687,3.477032748330529,-0.4954120595851091,-11.899932457634646
190,189.3896347412404,10.096985786672272,3.4889326807881638,-0.47886526373442395,-11.88803252517701
191,189.24815460415564,10.097464651936006,3.500820713313341,-0.4628711319694121,-11.876144492651832
192,189.10697164584144,10.097927523067975,3.5126968578059925,-0.44741120527267775,-11.864268348159182
193,188.96608432900842,10.098374934273247,3.524561126154152,-0.43246764115932457,-11.852404079811022
194,188.82549118139607,10.098807401914407,3.536413530233963,-0.4180231930845657,-11.840551675731213
195,188.6851907915729,10.099225425107491,3.548254081909694,-0.40406119053942896,-11.828711124055483
196,188.54518180501265,10.099629486298031,3.5600827930337497,-0.39056551981100346,-11.816882412931427
197,188.4054629204282,10.100020051817843,3.571899675446681,-0.37752060538553267,-11.805065530518492
198,188.26603288634593,10.100397572423228,3.5837047409771996,-0.3649113919724368,-11.793260464987977
199,188.12689049790492,10.1007624838152,3.595498001442188,-0.3527233271287696,-11.781467204522988
200,187.98803459386662,10.10111520714233,3.607279468646711,-0.34094234446422345,-11.769685737318465
201,187.8494640538203,10.101456149486793,3.6190491543840295,-0.32955484740691465,-11.757916051581146
202,187.7111777955722,10.1017857043342,3.6308070704356106,-0.3185476935112347,-11.746158135529566
203,187.57317477270612,10.102104252027711,3.64255322857114,-0.30790817929015973,-11.734411977394034
204,187.4354539723038,10.102412160207,3.6542876405485343,-0.2976240255541416,-11.722677565416644
205,187.29801441281515,10.102709784232555,3.6660103181139507,-0.2876833632391499,-11.710954887851225
206,187.16085514206793,10.102997467595795,3.677721273001802,-0.27807471970884945,-11.699243932963372
207,187.0239752354088,10.103275542315505,3.6894205169347654,-0.26878700551369183,-11.687544689030412
208,186.88737379396503,10.103544329321018,3.701108061623796,-0.2598095015924737,-11.675857144341379
209,186.7510499430214,10.10380413882261,3.712783918768137,-0.25113184690130586,-11.664181287197037
210,186.61500283050324,10.104055270669512,3.724448100055334,-0.24274402645590454,-11.652517105909839
211,186.47923162555864,10.104298014695969,3.736100617161244,-0.23463635977312153,-11.640864588803932
212,186.34373551723397,10.104532651055742,3.747741481750048,-0.22679948969862382,-11.629223724215125
213,186.20851371323627,10.10475945054544,3.759370705474263,-0.2192243716075791,-11.617594500490911
214,186.07356543877663,10.104978674917048,3.770988299974754,-0.2119022629663232,-11.605976905990419
215,185.9388899354896,10.105190577180014,3.7825942768807446,-0.20482471324228027,-11.59437092908443
216,185.80448646042308,10.105395401893256,3.794188647809829,-0.1979835541513421,-11.582776558155343
217,185.67035428509496,10.105593385447408,3.8057714243679843,-0.1913708902305516,-11.571193781597191
218,185.5364926946111,10.105784756337638,3.8173426181495813,-0.18497908972605728,-11.559622587815593
219,185.4029009868414,10.105969735427363,3.828902240737397,-0.17880077578493728,-11.548062965227778
220,185.26957847164957,10.106148536203149,3.8404503037026245,-0.172828817941725,-11.53651490226255
221,185.13652447017384,10.10632136502109,3.851986818604887,-0.16705632388902086,-11.52497838736029
222,185.00373831415425,10.106488421344979,3.8635117969922472,-0.16147663152290262,-11.513453408972929
223,184.87121934530418,10.106649897976501,3.87502525040122,-0.1560833012541734,-11.501939955563953
224,184.7389669147234,10.106805981277756,3.886527190356784,-0.1508701085763096,-11.49043801560839
225,184.60698038234875,10.106956851386332,3.8980176283723926,-0.14583103688176927,-11.478947577592784
226,184.47525911644146,10.107102682423214,3.9094965759499853,-0.14096027051811688,-11.467468630015189
227,184.34380249310792,10.107243642693732,3.9209640445800007,-0.13625218807607234,-11.456001161385172
228,184.21260989585127,10.107379894881808,3.932420045741386,-0.13170135590176507,-11.44454516022379
229,184.08168071515288,10.107511596237709,3.9438645909016095,-0.12730252182578625,-11.433100615063564
230,183.9510143480811,10.107638898759534,3.955297691516673,-0.12305060910149405,-11.421667514448503
231,183.82061019792525,10.107761949368635,3.9667193590311216,-0.11894071054593224,-11.410245846934055
232,183.69046767385385,10.107880890079182,3.9781296048780557,-0.11496808287636305,-11.398835601087121
233,183.56058619059505,10.107995858162058,3.989528440479143,-0.11112814123608769,-11.387436765486031
234,183.43096516813787,10.108106986303294,4.000915877244629,-0.10741645390282065,-11.376049328720546
235,183.30160403145285,10.108214402757197,4.01229192657335,-0.10382873717421899,-11.364673279391823
236,183.17250221023139,10.108318231494371,4.023656599852742,-0.10036085042375999,-11.353308606112433
237,183.04365913864135,10.108418592344794,4.035009908458854,-0.09700879132220508,-11.34195529750632
238,182.91507425509923,10.108515601136116,4.046351863756361,-0.09376869121833442,-11.330613342208817
239,182.78674700205667,10.108609369827334,4.05768247709857,-0.09063681067412108,-11.319282728866606
240,182.65867682580122,10.108700006638008,4.069001759827437,-0.08760953514911671,-11.307963446137737
241,182.53086317626997,10.108787616173156,4.080309723273574,-0.08468337082868312,-11.296655482691602
242,182.40330550687509,10.108872299543986,4.091606378756266,-0.08185494059176926,-11.285358827208908
243,182.27600327434098,10.108954154484577,4.102891737583475,-0.07912098011357739,-11.2740734683817
244,182.1489559385517,10.109033275464691,4.114165811051857,-0.07647833409774103,-11.262799394913316
245,182.02216296240852,10.109109753798789,4.12542861044677,-0.07392395263522485,-11.251536595518404
246,181.89562381169688,10.109183677751425,4.136680147042289,-0.07145488768399082,-11.240285058922888
247,181.7693379549612,10.109255132639108,4.147920432101212,-0.0690682896669423,-11.229044773863963
248,181.64330486338872,10.109324200928775,4.159149476875076,-0.06676140418289651,-11.2178157290901
249,181.51752401070013,10.109390962332958,4.1703672926041655,-0.0645315688279843,-11.206597913361009
250,181.39199487304774,10.109455493901786,4.181573890517527,-0.06237621012271484,-11.195391315447647
251,181.26671692891983,10.109517870111908,4.192769281832974,-0.06029284054204618,-11.1841959241322
252,181.14168965905148,10.10957816295245,4.203953477757106,-0.05827905564438697,-11.173011728208069
253,181.01691254634085,10.109636442008094,4.215126489485314,-0.05633253129672812,-11.161838716479863
254,180.89238507577096,10.109692774539392,4.226288328201794,-0.05445102099213545,-11.150676877763383
255,180.76810673433658,10.109747225560383,4.237439005079557,-0.05263235325731512,-11.13952620088562
256,180.64407701097556,10.109799857913641,4.248578531280443,-0.05087442914616259,-11.12838667468473
257,180.52029539650485,10.109850732342787,4.2597069179551275,-0.0491752198176655,-11.117258288010047
258,180.39676138356026,10.109899907562605,4.270824176243138,-0.047532764194111225,-11.106141029722036
259,180.27347446654028,10.109947440326799,4.2819303172728596,-0.04594516669801305,-11.095034888692316
260,180.1504341415533,10.109993385493498,4.293025352161552,-0.04441059506419697,-11.083939853803626
261,180.02763990636845,10.110037796088562,4.304109292015355,-0.042927278225375634,-11.072855913949821
262,179.90509126036918,10.110080723366787,4.315182147929305,-0.04149350426798992,-11.06178305803587
263,179.78278770451007,10.110122216871055,4.326243930987341,-0.04010761845642992,-11.050721274977834
264,179.66072874127613,10.110162324489512,4.337294652262319,-0.038768021323467114,-11.039670553702857
265,179.5389138746448,10.110201092510835,4.348334322816021,-0.037473166824151125,-11.028630883149155
266,179.4173426100502,10.110238565677658,4.35936295369917,-0.03622156055151936,-11.017602252266004
267,179.29601445434974,10.11027478723821,4.370380555951436,-0.035011758011933125,-11.006584650013737
268,179.17492891579283,10.110309798996221,4.38138714060145,-0.03384236295788651,-10.995578065363727
269,179.05408550399093,10.11034364135918,4.392382718666814,-0.03271202577666191,-10.984582487298361
270,178.93348372989055,10.110376353384956,4.403367301154112,-0.031619441932758494,-10.973597904811065
271,178.81312310574697,10.110407972826888,4.414340899058923,-0.030563350462136443,-10.962624306906251
272,178.69300314509988,10.11043853617735,4.425303523365828,-0.029542532517116343,-10.951661682599347
273,178.57312336275047,10.110468078709866,4.436255185048428,-0.028555809959601903,-10.940710020916748
274,178.45348327474008,10.110496634519826,4.447195895069345,-0.02760204400130897,-10.929769310895832
275,178.33408239832974,10.110524236563828,4.4581256643802405,-0.026680133889673018,-10.918839541584935
276,178.21492025198137,10.110550916697717,4.469044503921825,-0.025789015637328702,-10.907920702043352
277,178.0959963553397,10.110576705713354,4.4799524246238684,-0.024927660794044643,-10.897012781341306
278,177.9773102292157,10.110601633374149,4.49084943740521,-0.02409507526001471,-10.886115768559964
279,177.8588613955704,10.110625728449408,4.50173555317377,-0.023290298138395883,-10.875229652791404
280,177.7406493775002,10.110649018747546,4.512610782826561,-0.022512400626343153,-10.864354423138614
281,177.62267369922267,10.110671531148173,4.5234751372497,-0.021760484943097253,-10.853490068715473
282,177.50493388606338,10.110693291633115,4.534328627318415,-0.021033683293851937,-10.842636578646758
283,177.3874294644433,10.11071432531641,4.545171263897062,-0.020331156868163818,-10.831793942068114
284,177.270159961867,10.110734656473278,4.55600305783913,-0.01965209487199536,-10.820962148126045
285,177.1531249069115,10.11075430856815,4.566824019987257,-0.01899571359181573,-10.81014118597792
286,177.0363238292158,10.110773304281743,4.5776341611732345,-0.01836125549017015,-10.79933104479194
287,176.91975625947077,10.110791665537233,4.5884334922180265,-0.0177479883314918,-10.788531713747147
288,176.80342172940985,10.110809413525566,4.599222023931774,-0.017155204336806493,-10.777743182033403
289,176.68731977179982,10.110826568729902,4.609999767113807,-0.016582219367148356,-10.766965438851368
290,176.57144992043277,10.110843150949268,4.620766732552659,-0.016028372133729134,-10.756198473412518
291,176.45581171011779,10.110859179321402,4.631522931026072,-0.015493023434839416,-10.745442274939105
292,176.34040467667342,10.110874672344837,4.642268373301011,-0.014975555418212026,-10.734696832664167
293,176.22522835692024,10.110889647900255,4.653003070133675,-0.014475370867883612,-10.723962135831497
294,176.1102822886743,10.110904123271123,4.663727032269507,-0.01399189251489952,-10.713238173695668
295,175.99556601074045,10.110918115163638,4.674440270443203,-0.013524562371141656,-10.702524935521975
296,175.88107906290585,10.11093163972601,4.685142795378725,-0.013072841085398978,-10.69182241058645
297,175.76682098593437,10.110944712567095,4.695834617789311,-0.012636207320756512,-10.681130588175863
298,175.6527913215609,10.110957348774416,4.706515748377487,-0.012214157152971894,-10.67044945758769
299,175.53898961248552,10.110969562931569,4.717186197835074,-0.011806203488988103,-10.6597790081301
300,175.42541540236894,10.110981369135057,4.727845976843205,-0.011411875504600176,-10.649119229121972
301,175.31206823582704,10.110992781010562,4.738495096072326,-0.011030718101181265,-10.638470109892847
302,175.1989476584263,10.111003811728663,4.749133566182219,-0.010662291380493115,-10.627831639782956
303,175.0860532166795,10.111014474020044,4.759761397822002,-0.010306170136856963,-10.617203808143172
304,174.9733844580409,10.11102478019018,4.770378601630146,-0.009961943366553896,-10.60658660433503
305,174.86094093090233,10.111034742133546,4.780985188234481,-0.009629213793323288,-10.595980017730694
306,174.74872218458918,10.111044371347338,4.791581168252211,-0.009307597410072048,-10.585384037712966
307,174.63672776935627,10.111053678944748,4.802166552289924,-0.008996723035463219,-10.574798653675252
308,174.5249572363845,10.111062675667783,4.812741350943599,-0.008696231885685848,-10.564223855021579
309,174.4134101377768,10.11107137189967,4.82330557479862,-0.008405777160369325,-10.553659631166557
